feedback_id,alert_id,meter_id,inspector_id,feedback_timestamp,feedback_type,feedback_reason_code,confidence_level,narrative,resolution_date,follow_up_required,follow_up_date
FBK-000126,ALT-002756,BSCM-000068,INS-0020,2024-06-08 20:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 398.94.,2024-06-08,True,2024-07-08
FBK-000127,ALT-003366,BSCM-000481,INS-0014,2023-09-07 12:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 81.91.,2023-09-07,False,
FBK-000128,ALT-000500,BSCM-000017,INS-033,2024-11-12 23:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 146.00.,2024-11-12,False,
FBK-000129,ALT-001432,BSCM-000294,INS-034,2024-11-29 09:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 439.12.,2024-11-29,True,2024-12-29
FBK-000130,ALT-001733,BSCM-000430,INS-0002,2024-08-15 20:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 362.54.,2024-08-15,False,
FBK-000131,ALT-000383,BSCM-000421,INS-0016,2025-01-04 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 217.02.,2025-01-04,False,
FBK-000132,ALT-002448,BSCM-000442,INS-0010,2024-11-27 00:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 83.67.,2024-11-27,True,2024-12-27
FBK-000133,ALT-002237,BSCM-000418,INS-0006,2023-06-17 21:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 364.87.,2023-06-17,False,
FBK-000134,ALT-003238,BSCM-000058,INS-0014,2024-10-19 09:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 386.00.,2024-10-19,False,
FBK-000135,ALT-000877,BSCM-000459,INS-0009,2023-10-30 14:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 338.40.,2023-10-30,True,2023-11-29
FBK-000136,ALT-003263,BSCM-000105,INS-0019,2023-11-10 01:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 151.10.,2023-11-10,False,
FBK-000137,ALT-001607,BSCM-000229,INS-0019,2023-12-25 01:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 149.18.,2023-12-25,False,
FBK-000138,ALT-000888,BSCM-000107,INS-0003,2023-03-11 04:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 368.00.,2023-03-11,True,2023-04-10
FBK-000139,ALT-001402,BSCM-000415,INS-0001,2023-03-25 17:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 400.02.,2023-03-25,False,
FBK-000140,ALT-000308,BSCM-000295,INS-0002,2024-04-24 08:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 210.29.,2024-04-24,False,
FBK-000141,ALT-000167,BSCM-000489,INS-0016,2023-07-17 17:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 325.00.,2023-07-17,True,2023-08-16
FBK-000142,ALT-000261,BSCM-000485,INS-0012,2024-08-07 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 97.62.,2024-08-07,False,
FBK-000143,ALT-000068,BSCM-000318,INS-0018,2024-12-28 07:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 486.90.,2024-12-28,False,
FBK-000144,ALT-001229,BSCM-000352,INS-0020,2023-01-13 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 179.94.,2023-01-13,True,2023-02-12
FBK-000145,ALT-001804,BSCM-000318,INS-002,2024-12-25 14:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 178.57.,2024-12-25,False,
FBK-000146,ALT-000427,BSCM-000029,INS-003,2024-09-16 17:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 309.32.,2024-09-16,False,
FBK-000147,ALT-001247,BSCM-000229,INS-0011,2024-02-08 22:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 510.72.,2024-02-08,True,2024-03-09
FBK-000148,ALT-001983,BSCM-000301,INS-0005,2023-03-12 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 310.28.,2023-03-12,False,
FBK-000149,ALT-002499,BSCM-000457,INS-0017,2024-11-05 14:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 240.50.,2024-11-05,False,
FBK-000150,ALT-002564,BSCM-000249,INS-0006,2024-12-24 21:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 513.91.,2024-12-24,True,2025-01-23
FBK-000151,ALT-001456,BSCM-000298,INS-0019,2024-01-01 11:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 447.47.,2024-01-01,False,
FBK-000152,ALT-001958,BSCM-000372,INS-0007,2023-03-19 19:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 400.10.,2023-03-19,False,
FBK-000153,ALT-002950,BSCM-000265,INS-0015,2024-05-11 01:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 157.97.,2024-05-11,True,2024-06-10
FBK-000154,ALT-003409,BSCM-000156,INS-0016,2023-03-21 15:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 310.96.,2023-03-21,False,
FBK-000155,ALT-001585,BSCM-000228,INS-0008,2025-01-01 03:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 261.01.,2025-01-01,False,
FBK-000156,ALT-002839,BSCM-000436,INS-013,2024-01-03 02:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 530.91.,2024-01-03,True,2024-02-02
FBK-000157,ALT-001766,BSCM-000298,INS-014,2023-01-16 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 258.32.,2023-01-16,False,
FBK-000158,ALT-001469,BSCM-000120,INS-0012,2023-01-19 15:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 466.16.,2023-01-19,False,
FBK-000159,ALT-001743,BSCM-000101,INS-016,2023-05-15 18:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 183.92.,2023-05-15,True,2023-06-14
FBK-000160,ALT-000520,BSCM-000152,INS-0015,2024-06-13 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 270.15.,2024-06-13,False,
FBK-000161,ALT-002413,BSCM-000172,INS-0009,2024-04-27 07:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 407.68.,2024-04-27,False,
FBK-000162,ALT-000145,BSCM-000491,INS-0012,2024-01-14 15:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 98.64.,2024-01-14,True,2024-02-13
FBK-000163,ALT-000439,BSCM-000207,INS-020,2024-06-19 05:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 304.21.,2024-06-19,False,
FBK-000164,ALT-000004,BSCM-000455,INS-021,2024-06-13 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 398.17.,2024-06-13,False,
FBK-000165,ALT-000440,BSCM-000292,INS-0019,2023-03-13 22:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 324.01.,2023-03-13,True,2023-04-12
FBK-000166,ALT-002220,BSCM-000080,INS-0008,2024-02-09 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 424.59.,2024-02-09,False,
FBK-000167,ALT-003392,BSCM-000047,INS-024,2023-04-04 16:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 632.64.,2023-04-04,False,
FBK-000168,ALT-002764,BSCM-000009,INS-0009,2023-12-15 08:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 226.99.,2023-12-15,True,2024-01-14
FBK-000169,ALT-003158,BSCM-000472,INS-0014,2023-10-15 20:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 313.93.,2023-10-15,False,
FBK-000170,ALT-002840,BSCM-000277,INS-0007,2023-07-31 00:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 214.94.,2023-07-31,False,
FBK-000171,ALT-002296,BSCM-000498,INS-0014,2024-03-12 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 456.22.,2024-03-12,True,2024-04-11
FBK-000172,ALT-002728,BSCM-000362,INS-0018,2024-05-22 07:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 346.59.,2024-05-22,False,
FBK-000173,ALT-000557,BSCM-000116,INS-0004,2023-07-24 15:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 271.71.,2023-07-24,False,
FBK-000174,ALT-000514,BSCM-000369,INS-0011,2023-05-13 01:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 150.92.,2023-05-13,True,2023-06-12
FBK-000175,ALT-000011,BSCM-000498,INS-032,2024-11-24 21:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 272.66.,2024-11-24,False,
FBK-000176,ALT-002596,BSCM-000120,INS-0008,2024-06-03 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 422.00.,2024-06-03,False,
FBK-000177,ALT-002131,BSCM-000323,INS-0020,2023-04-24 09:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 411.67.,2023-04-24,True,2023-05-24
FBK-000178,ALT-001558,BSCM-000258,INS-035,2023-11-02 11:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 349.90.,2023-11-02,False,
FBK-000179,ALT-000168,BSCM-000448,INS-036,2023-02-16 07:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 270.12.,2023-02-16,False,
FBK-000180,ALT-002317,BSCM-000108,INS-0006,2023-09-05 00:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 131.07.,2023-09-05,True,2023-10-05
FBK-000181,ALT-002214,BSCM-000216,INS-0019,2023-05-28 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 520.66.,2023-05-28,False,
FBK-000182,ALT-000853,BSCM-000119,INS-0014,2024-06-13 21:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 125.44.,2024-06-13,False,
FBK-000183,ALT-002761,BSCM-000204,INS-0004,2024-06-01 13:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 286.60.,2024-06-01,True,2024-07-01
FBK-000184,ALT-001015,BSCM-000127,INS-041,2024-05-17 09:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 330.05.,2024-05-17,False,
FBK-000185,ALT-001233,BSCM-000404,INS-042,2024-02-02 07:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 2688.32.,2024-02-02,False,
FBK-000186,ALT-002747,BSCM-000433,INS-043,2023-12-05 21:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 328.34.,2023-12-05,True,2024-01-04
FBK-000187,ALT-000942,BSCM-000179,INS-0011,2023-04-29 23:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 110.30.,2023-04-29,False,
FBK-000188,ALT-002599,BSCM-000279,INS-0001,2023-11-26 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 309.50.,2023-11-26,False,
FBK-000189,ALT-002171,BSCM-000380,INS-046,2024-10-13 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 174.92.,2024-10-13,True,2024-11-12
FBK-000190,ALT-000921,BSCM-000282,INS-047,2024-04-19 10:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 416.87.,2024-04-19,False,
FBK-000191,ALT-001569,BSCM-000250,INS-0016,2023-05-03 11:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 422.10.,2023-05-03,False,
FBK-000192,ALT-003413,BSCM-000347,INS-001,2024-07-24 01:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 488.42.,2024-07-24,True,2024-08-23
FBK-000193,ALT-001676,BSCM-000189,INS-0011,2024-10-23 10:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 1463.52.,2024-10-23,False,
FBK-000194,ALT-002858,BSCM-000345,INS-003,2023-04-11 14:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 230.26.,2023-04-11,False,
FBK-000195,ALT-002143,BSCM-000007,INS-004,2024-04-28 18:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 511.25.,2024-04-28,True,2024-05-28
FBK-000196,ALT-002633,BSCM-000218,INS-0009,2023-10-07 03:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 185.68.,2023-10-07,False,
FBK-000197,ALT-002215,BSCM-000390,INS-0015,2024-11-28 10:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 506.28.,2024-11-28,False,
FBK-000198,ALT-000501,BSCM-000191,INS-0008,2024-05-30 08:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 152.82.,2024-05-30,True,2024-06-29
FBK-000199,ALT-002088,BSCM-000176,INS-0009,2023-06-09 16:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 2436.56.,2023-06-09,False,
FBK-000200,ALT-000259,BSCM-000369,INS-0003,2023-01-14 10:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 396.75.,2023-01-14,False,
FBK-000201,ALT-001482,BSCM-000459,INS-010,2024-06-15 03:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 322.65.,2024-06-15,True,2024-07-15
FBK-000202,ALT-001889,BSCM-000253,INS-0002,2023-11-17 14:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 280.36.,2023-11-17,False,
FBK-000203,ALT-001582,BSCM-000452,INS-0007,2023-06-28 06:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 297.70.,2023-06-28,False,
FBK-000204,ALT-001610,BSCM-000346,INS-0007,2024-02-15 15:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 1570.56.,2024-02-15,True,2024-03-16
FBK-000205,ALT-001524,BSCM-000017,INS-0008,2024-03-11 10:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 307.09.,2024-03-11,False,
FBK-000206,ALT-001373,BSCM-000434,INS-0003,2023-10-01 08:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 497.48.,2023-10-01,False,
FBK-000207,ALT-000267,BSCM-000419,INS-016,2023-06-12 22:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 215.17.,2023-06-12,True,2023-07-12
FBK-000208,ALT-000582,BSCM-000030,INS-0001,2024-02-22 22:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 430.45.,2024-02-22,False,
FBK-000209,ALT-000584,BSCM-000496,INS-0009,2023-04-23 11:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 142.58.,2023-04-23,False,
FBK-000210,ALT-002794,BSCM-000468,INS-0019,2023-07-23 18:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 473.10.,2023-07-23,True,2023-08-22
FBK-000211,ALT-001641,BSCM-000290,INS-020,2024-02-22 05:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 125.73.,2024-02-22,False,
FBK-000212,ALT-000545,BSCM-000472,INS-021,2023-06-04 06:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 298.26.,2023-06-04,False,
FBK-000213,ALT-000601,BSCM-000020,INS-022,2023-04-26 13:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 155.58.,2023-04-26,True,2023-05-26
FBK-000214,ALT-000446,BSCM-000058,INS-0004,2023-11-15 07:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 382.33.,2023-11-15,False,
FBK-000215,ALT-002024,BSCM-000387,INS-024,2024-05-14 03:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 323.18.,2024-05-14,False,
FBK-000216,ALT-000385,BSCM-000042,INS-0011,2024-12-19 17:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 413.11.,2024-12-19,True,2025-01-18
FBK-000217,ALT-001773,BSCM-000498,INS-0004,2023-12-28 12:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 281.46.,2023-12-28,False,
FBK-000218,ALT-002859,BSCM-000304,INS-0013,2023-04-25 21:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 373.62.,2023-04-25,False,
FBK-000219,ALT-000868,BSCM-000370,INS-0005,2023-03-26 00:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 480.17.,2023-03-26,True,2023-04-25
FBK-000220,ALT-000538,BSCM-000085,INS-0002,2024-02-08 16:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 180.23.,2024-02-08,False,
FBK-000221,ALT-001705,BSCM-000267,INS-0017,2024-01-27 19:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 223.86.,2024-01-27,False,
FBK-000222,ALT-000394,BSCM-000467,INS-031,2023-11-10 01:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 81.37.,2023-11-10,True,2023-12-10
FBK-000223,ALT-002427,BSCM-000426,INS-0016,2023-03-22 02:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 240.48.,2023-03-22,False,
FBK-000224,ALT-000949,BSCM-000233,INS-033,2023-12-09 04:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 166.63.,2023-12-09,False,
FBK-000225,ALT-002721,BSCM-000193,INS-0017,2023-03-11 03:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 377.50.,2023-03-11,True,2023-04-10
FBK-000226,ALT-000143,BSCM-000483,INS-0020,2024-09-04 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 298.55.,2024-09-04,False,
FBK-000227,ALT-000193,BSCM-000328,INS-0020,2024-10-08 11:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 303.24.,2024-10-08,False,
FBK-000228,ALT-002866,BSCM-000191,INS-0002,2023-02-13 19:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 154.75.,2023-02-13,True,2023-03-15
FBK-000229,ALT-002452,BSCM-000005,INS-0014,2023-07-22 09:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 464.50.,2023-07-22,False,
FBK-000230,ALT-001382,BSCM-000245,INS-0005,2024-12-12 20:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 373.52.,2024-12-12,False,
FBK-000231,ALT-001714,BSCM-000024,INS-0018,2024-10-16 18:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 431.71.,2024-10-16,True,2024-11-15
FBK-000232,ALT-002340,BSCM-000053,INS-0010,2024-10-25 09:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 443.10.,2024-10-25,False,
FBK-000233,ALT-000633,BSCM-000474,INS-0015,2024-07-31 01:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 522.35.,2024-07-31,False,
FBK-000234,ALT-000312,BSCM-000392,INS-0019,2024-10-08 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 251.48.,2024-10-08,True,2024-11-07
FBK-000235,ALT-001648,BSCM-000128,INS-0005,2023-05-25 05:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 109.65.,2023-05-25,False,
FBK-000236,ALT-001383,BSCM-000283,INS-045,2023-04-30 06:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 3012.72.,2023-04-30,False,
FBK-000237,ALT-000609,BSCM-000278,INS-0003,2024-05-13 21:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 1596.96.,2024-05-13,True,2024-06-12
FBK-000238,ALT-003239,BSCM-000282,INS-0011,2023-03-16 02:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 437.16.,2023-03-16,False,
FBK-000239,ALT-001091,BSCM-000188,INS-0018,2023-08-20 13:00:00,true_positive,illegal_extension,high,Field inspection confirmed illegal extension. Detector consensus 4/4 and estimated daily loss INR 434.42.,2023-08-20,False,
FBK-000240,ALT-002434,BSCM-000025,INS-0010,2023-07-16 01:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 348.59.,2023-07-16,True,2023-08-15
FBK-000241,ALT-000237,BSCM-000202,INS-002,2024-07-27 05:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 477.89.,2024-07-27,False,
FBK-000242,ALT-002286,BSCM-000405,INS-003,2023-10-13 21:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 495.77.,2023-10-13,False,
FBK-000243,ALT-003311,BSCM-000412,INS-0019,2024-05-30 01:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 2929.04.,2024-05-30,True,2024-06-29
FBK-000244,ALT-002013,BSCM-000047,INS-0020,2024-06-23 07:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 296.21.,2024-06-23,False,
FBK-000245,ALT-000987,BSCM-000045,INS-0003,2024-01-11 15:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 3761.60.,2024-01-11,False,
FBK-000246,ALT-003445,BSCM-000010,INS-0009,2024-12-31 18:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 351.43.,2024-12-31,True,2025-01-30
FBK-000247,ALT-003124,BSCM-000094,INS-008,2023-08-10 22:00:00,true_positive,phase_reversal,high,Field inspection confirmed phase reversal. Detector consensus 4/4 and estimated daily loss INR 136.98.,2023-08-10,False,
FBK-000248,ALT-003184,BSCM-000254,INS-009,2023-01-21 20:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 376.78.,2023-01-21,False,
FBK-000249,ALT-002173,BSCM-000167,INS-010,2023-10-14 11:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 322.56.,2023-10-14,True,2023-11-13
FBK-000250,ALT-001719,BSCM-000082,INS-0013,2023-06-18 09:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 424.59.,2023-06-18,False,
FBK-000251,ALT-003134,BSCM-000430,INS-0009,2023-10-22 06:00:00,true_positive,meter_slowdown,high,Field inspection confirmed meter slowdown. Detector consensus 4/4 and estimated daily loss INR 208.95.,2023-10-22,False,
FBK-000252,ALT-001619,BSCM-000175,INS-013,2023-08-26 19:00:00,true_positive,theft_confirmed,high,Field inspection confirmed theft confirmed. Detector consensus 4/4 and estimated daily loss INR 143.88.,2023-08-26,True,2023-09-25
